Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,33.099998474121094,34.45000076293945,33.099998474121094,34.0,28.304141998291016,14427
2012-01-03,33.5,34.25,33.349998474121094,33.95000076293945,28.26251983642578,20859
2012-01-04,34.400001525878906,35.900001525878906,34.0,34.79999923706055,28.970123291015625,57536
2012-01-05,34.650001525878906,35.5,34.0,34.150001525878906,28.429012298583984,786549
2012-01-06,33.54999923706055,34.54999923706055,33.54999923706055,34.25,28.51226043701172,164157
2012-01-09,34.400001525878906,34.79999923706055,33.79999923706055,34.5,28.720375061035156,13541
2012-01-10,34.099998474121094,35.95000076293945,34.099998474121094,35.150001525878906,29.261486053466797,50731
2012-01-11,35.650001525878906,36.75,35.29999923706055,35.849998474121094,29.84421730041504,158831
2012-01-12,35.5,35.79999923706055,35.099998474121094,35.25,29.344736099243164,38199
2012-01-13,35.099998474121094,38.150001525878906,35.099998474121094,36.45000076293945,30.343706130981445,407051
2012-01-16,34.099998474121094,36.45000076293945,34.099998474121094,36.04999923706055,30.010713577270508,51656
2012-01-17,37.29999923706055,38.0,36.599998474121094,37.0,30.801559448242188,1286108
2012-01-18,37.70000076293945,37.70000076293945,36.400001525878906,36.599998474121094,30.46857452392578,63644
2012-01-19,36.20000076293945,37.0,36.20000076293945,36.599998474121094,30.46857452392578,36623
2012-01-20,37.0,37.0,36.099998474121094,36.25,30.177215576171875,40875
2012-01-23,35.75,36.75,35.400001525878906,35.95000076293945,29.92746353149414,771815
2012-01-24,35.5,36.95000076293945,35.5,36.099998474121094,30.052335739135742,78039
2012-01-25,35.599998474121094,37.0,35.599998474121094,36.150001525878906,30.093963623046875,67822
2012-01-27,36.0,37.04999923706055,35.70000076293945,36.900001525878906,30.718318939208984,68254
2012-01-30,37.25,38.04999923706055,36.0,36.45000076293945,30.343706130981445,670865
2012-01-31,36.5,37.099998474121094,36.5,36.849998474121094,30.676694869995117,30263
2012-02-01,36.349998474121094,37.29999923706055,36.349998474121094,36.900001525878906,30.718318939208984,62345
2012-02-02,37.0,37.45000076293945,36.20000076293945,36.45000076293945,30.343706130981445,75943
2012-02-03,36.5,37.45000076293945,36.29999923706055,37.099998474121094,30.884811401367188,108796
2012-02-06,36.54999923706055,37.5,36.54999923706055,37.20000076293945,30.968063354492188,81872
2012-02-07,37.20000076293945,37.5,37.0,37.099998474121094,30.884811401367188,109066
2012-02-08,37.75,37.75,36.900001525878906,37.349998474121094,31.092927932739258,33518
2012-02-09,37.25,38.45000076293945,37.150001525878906,38.150001525878906,31.758909225463867,154220
2012-02-10,38.900001525878906,39.0,37.75,38.04999923706055,31.6756591796875,69379
2012-02-13,38.95000076293945,40.25,38.099998474121094,40.0,33.298988342285156,212968
2012-02-14,39.900001525878906,40.79999923706055,39.54999923706055,39.900001525878906,33.21574401855469,60131
2012-02-15,39.79999923706055,40.29999923706055,39.150001525878906,39.29999923706055,32.71625518798828,47278
2012-02-16,39.25,39.79999923706055,39.0,39.5,32.88275146484375,34647
2012-02-17,39.599998474121094,40.20000076293945,39.25,39.349998474121094,32.75788116455078,51556
2012-02-21,39.900001525878906,39.900001525878906,39.20000076293945,39.400001525878906,32.799503326416016,27843
2012-02-22,39.29999923706055,39.79999923706055,38.20000076293945,38.45000076293945,32.00865173339844,23918
2012-02-23,37.849998474121094,38.0,36.70000076293945,37.349998474121094,31.092927932739258,27190
2012-02-24,37.400001525878906,38.349998474121094,36.70000076293945,36.849998474121094,30.676694869995117,23625
2012-02-27,37.349998474121094,37.45000076293945,36.0,36.04999923706055,30.010713577270508,24395
2012-02-28,36.95000076293945,36.95000076293945,36.20000076293945,36.5,30.385332107543945,14504
2012-02-29,37.0,38.900001525878906,37.0,37.400001525878906,31.134557723999023,36425
2012-03-01,37.5,38.25,37.04999923706055,37.20000076293945,30.968063354492188,38679
2012-03-02,37.849998474121094,37.849998474121094,36.5,37.5,31.217803955078125,20655
2012-03-05,37.400001525878906,39.400001525878906,36.45000076293945,36.79999923706055,30.635068893432617,271768
2012-03-06,37.20000076293945,37.75,36.599998474121094,36.75,30.59344482421875,64879
2012-03-07,36.25,37.45000076293945,36.25,36.650001525878906,30.510204315185547,27865
2012-03-09,36.25,37.349998474121094,36.25,36.70000076293945,30.55182456970215,32023
2012-03-12,37.5,37.95000076293945,36.650001525878906,36.79999923706055,30.635068893432617,42398
2012-03-13,36.5,37.25,36.5,36.79999923706055,30.635068893432617,24288
2012-03-14,36.75,37.150001525878906,36.54999923706055,36.650001525878906,30.510204315185547,27183
2012-03-15,37.099998474121094,37.099998474121094,36.25,36.45000076293945,30.343706130981445,49197
2012-03-16,36.849998474121094,37.099998474121094,36.400001525878906,36.5,30.385332107543945,21313
2012-03-19,36.25,36.650001525878906,36.0,36.04999923706055,30.010713577270508,49077
2012-03-20,36.099998474121094,36.5,35.20000076293945,35.5,29.552854537963867,45655
2012-03-21,35.400001525878906,36.0,35.349998474121094,35.70000076293945,29.719348907470703,25476
2012-03-22,35.599998474121094,36.25,35.150001525878906,35.25,29.344736099243164,33686
2012-03-23,35.25,35.599998474121094,35.04999923706055,35.150001525878906,29.261486053466797,64916
2012-03-26,35.0,37.349998474121094,34.650001525878906,36.70000076293945,30.55182456970215,84146
2012-03-27,38.400001525878906,39.79999923706055,37.04999923706055,37.400001525878906,31.134557723999023,481501
2012-03-28,36.599998474121094,37.70000076293945,36.25,36.400001525878906,30.30208396911621,44106
2012-03-29,36.0,36.20000076293945,35.599998474121094,35.75,29.760969161987305,52056
2012-03-30,35.650001525878906,36.150001525878906,35.599998474121094,35.75,29.760969161987305,85374
2012-04-02,36.04999923706055,36.25,35.45000076293945,35.70000076293945,29.719348907470703,56387
2012-04-03,35.400001525878906,36.25,35.400001525878906,35.79999923706055,29.802595138549805,45897
2012-04-04,36.20000076293945,36.45000076293945,35.29999923706055,36.099998474121094,30.052335739135742,103197
2012-04-09,36.04999923706055,36.20000076293945,35.650001525878906,35.79999923706055,29.802595138549805,20301
2012-04-10,35.400001525878906,37.900001525878906,35.400001525878906,37.0,30.801559448242188,279956
2012-04-11,37.099998474121094,37.79999923706055,36.54999923706055,36.95000076293945,30.759939193725586,86794
2012-04-12,37.0,37.54999923706055,36.54999923706055,36.650001525878906,30.510204315185547,31117
2012-04-13,36.29999923706055,36.95000076293945,36.150001525878906,36.400001525878906,30.30208396911621,23382
2012-04-16,36.0,36.5,35.79999923706055,36.04999923706055,30.010713577270508,21628
2012-04-17,36.0,37.29999923706055,36.0,36.45000076293945,30.343706130981445,57351
2012-04-18,36.54999923706055,37.95000076293945,36.5,37.25,31.009685516357422,174093
2012-04-19,37.29999923706055,38.0,36.5,36.75,30.59344482421875,22634
