Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,93.3499984741211,93.9000015258789,91.0,91.9000015258789,79.7266616821289,3497
2012-01-03,93.19999694824219,93.19999694824219,91.0,91.3499984741211,79.24952697753906,1932
2012-01-04,92.5,95.0,91.8499984741211,92.0,79.81340789794922,1080
2012-01-05,92.8499984741211,93.05000305175781,92.0,92.69999694824219,80.42071533203125,800
2012-01-06,91.0,98.9000015258789,90.19999694824219,92.55000305175781,80.29058074951172,1713
2012-01-09,97.5,97.5,93.6500015258789,93.6500015258789,81.24485778808594,4
2012-01-10,94.05000305175781,97.94999694824219,93.5,96.80000305175781,83.97759246826172,18667
2012-01-11,95.9000015258789,99.4000015258789,94.1500015258789,99.0,85.88617706298828,15701
2012-01-12,98.0,102.0,96.55000305175781,98.19999694824219,85.19214630126953,101255
2012-01-13,100.94999694824219,100.94999694824219,100.0,100.0,86.75373077392578,152885
2012-01-16,99.0,100.0,99.0,100.0,86.75373077392578,397
2012-01-17,100.0,101.0,99.25,99.44999694824219,86.27655792236328,1154
2012-01-18,101.0,103.0,100.0,103.0,89.35633087158203,271
2012-01-19,102.0,102.94999694824219,102.0,102.0,88.4887924194336,349
2012-01-20,102.05000305175781,103.0,102.0,102.0,88.4887924194336,561
2012-01-23,102.05000305175781,103.0,102.0,102.5,88.92255401611328,1682
2012-01-24,102.0999984741211,103.0,102.0,102.1500015258789,88.61893463134766,2432
2012-01-25,103.0,107.0,102.05000305175781,105.0,91.09141540527344,15072
2012-01-27,104.0,108.0,102.0,105.0,91.09141540527344,128
2012-01-30,104.69999694824219,106.0,102.0,102.05000305175781,88.53216552734375,537
2012-01-31,102.4000015258789,106.0,102.30000305175781,105.5,91.52518463134766,2213
2012-02-01,104.0,107.9000015258789,102.0,106.5,92.39270782470703,1977
2012-02-02,105.0999984741211,106.9000015258789,102.05000305175781,106.0,91.95893859863281,3766
2012-02-03,105.0,106.9000015258789,103.5,105.9000015258789,91.87218475341797,1982
2012-02-06,107.0,107.0,106.0,106.0,91.95893859863281,125
2012-02-07,107.9000015258789,107.9000015258789,102.0,102.69999694824219,89.09607696533203,2966
2012-02-08,102.3499984741211,105.0,102.0,102.05000305175781,88.53216552734375,1345
2012-02-09,102.80000305175781,105.94999694824219,102.80000305175781,103.0,89.35633087158203,75
2012-02-10,106.0,115.0,103.5999984741211,106.05000305175781,92.00231170654297,11042
2012-02-13,106.05000305175781,109.4000015258789,106.05000305175781,107.30000305175781,93.08674621582031,513
2012-02-14,109.30000305175781,109.80000305175781,107.0,109.0,94.56155395507812,2424
2012-02-15,108.25,111.9000015258789,108.25,109.0,94.56155395507812,5010
2012-02-16,102.0,111.0,102.0,108.75,94.34468078613281,1396
2012-02-17,113.0,113.0,110.0,111.0,96.29664611816406,6467
2012-02-21,116.0,116.0,112.0,115.0,99.76677703857422,6318
2012-02-22,114.05000305175781,114.05000305175781,108.6500015258789,110.05000305175781,95.47247314453125,3732
2012-02-23,109.0999984741211,116.9000015258789,105.6500015258789,113.05000305175781,98.0750961303711,4935
2012-02-24,115.8499984741211,115.8499984741211,108.25,109.3499984741211,94.86518859863281,3470
2012-02-27,110.19999694824219,113.9000015258789,105.0,106.30000305175781,92.21920013427734,2865
2012-02-28,106.1500015258789,109.0,105.0,106.05000305175781,92.00231170654297,2681
2012-02-29,110.5,111.94999694824219,106.55000305175781,109.4000015258789,94.9085693359375,3182
2012-03-01,112.4000015258789,112.4000015258789,106.5999984741211,108.0,93.69402313232422,2669
2012-03-02,107.75,109.44999694824219,107.75,107.75,93.47714233398438,108
2012-03-05,108.80000305175781,110.0,108.30000305175781,109.94999694824219,95.38570404052734,3093
2012-03-06,109.0,109.69999694824219,105.0,105.94999694824219,91.91556549072266,225
2012-03-07,103.0,108.9000015258789,103.0,107.5,93.26024627685547,1009
2012-03-09,107.4000015258789,107.94999694824219,105.0999984741211,106.55000305175781,92.43608856201172,386
2012-03-12,106.0999984741211,111.8499984741211,105.05000305175781,107.0,92.82649230957031,1927
2012-03-13,106.0,110.0,106.0,109.1500015258789,94.69168853759766,1389
2012-03-14,107.0,110.0,105.0,109.8499984741211,95.29895782470703,4846
2012-03-15,106.5999984741211,109.30000305175781,105.25,106.25,92.17583465576172,1063
2012-03-16,105.5,109.3499984741211,101.0,108.30000305175781,93.95429229736328,2838
2012-03-19,104.05000305175781,109.0,103.0,108.80000305175781,94.3880615234375,1912
2012-03-20,108.5999984741211,108.5999984741211,106.5,106.5,92.39270782470703,540
2012-03-21,108.9000015258789,108.9000015258789,106.19999694824219,106.80000305175781,92.65296936035156,315
2012-03-22,107.0,107.0,106.5,106.5,92.39270782470703,331
