Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,1220.0,1249.0,1220.0,1247.0,1242.4312744140625,8
2012-01-03,1246.0,1246.0,1246.0,1246.0,1241.43505859375,14
2012-01-04,1240.0,1240.0,1221.0999755859375,1230.0999755859375,1225.59326171875,35
2012-01-05,1245.0,1273.0,1235.0999755859375,1270.0,1265.346923828125,308
2012-01-06,1245.050048828125,1300.0,1245.0,1297.949951171875,1293.1947021484375,438
2012-01-09,1326.949951171875,1396.949951171875,1326.949951171875,1378.25,1373.200439453125,1603
2012-01-10,1400.0,1504.0,1391.1500244140625,1495.199951171875,1489.7218017578125,30885
2012-01-11,1524.0,1575.0,1499.949951171875,1557.5999755859375,1551.8934326171875,7244
2012-01-12,1598.449951171875,1610.0,1510.0,1559.800048828125,1554.0853271484375,1384
2012-01-13,1550.0,1560.0,1512.0,1557.300048828125,1551.594482421875,235
2012-01-16,1549.0,1560.0,1535.0,1543.5,1537.844970703125,1003
2012-01-17,1560.0,1570.0,1520.1500244140625,1548.199951171875,1542.5277099609375,1071
2012-01-18,1540.6500244140625,1554.0,1475.0,1504.8499755859375,1499.3365478515625,1006
2012-01-19,1510.0,1519.0,1465.0,1477.75,1472.3359375,541
2012-01-20,1470.0,1488.949951171875,1465.0,1485.0,1479.559326171875,979
2012-01-23,1504.0,1519.0,1460.0,1510.449951171875,1504.916015625,630
2012-01-24,1500.0,1580.0,1495.0,1557.9000244140625,1552.1922607421875,30773
2012-01-25,1579.949951171875,1605.0,1575.0,1595.5,1589.6546630859375,2364
2012-01-27,1590.0,1622.449951171875,1575.0999755859375,1591.0,1585.1708984375,2243
2012-01-30,1599.449951171875,1649.0,1599.449951171875,1605.0999755859375,1599.2193603515625,254
2012-01-31,1551.199951171875,1648.800048828125,1551.199951171875,1648.800048828125,1642.7591552734375,2509
2012-02-01,1653.3499755859375,1675.0,1635.0,1671.699951171875,1665.5751953125,1421
2012-02-02,1690.0,1748.949951171875,1636.0,1692.0999755859375,1685.9005126953125,1297
2012-02-03,1601.1500244140625,1710.0,1561.0999755859375,1659.1500244140625,1653.0714111328125,1810
2012-02-06,1632.0,1670.0,1620.0,1630.300048828125,1624.3270263671875,1049
2012-02-07,1663.949951171875,1735.0,1620.0,1690.75,1684.555419921875,2422
2012-02-08,1676.0999755859375,1705.0,1672.199951171875,1686.5999755859375,1680.4207763671875,771
2012-02-09,1671.0,1717.699951171875,1662.0,1688.9000244140625,1682.7122802734375,336
2012-02-10,1700.0,1700.0,1673.5,1678.949951171875,1672.7987060546875,1531
2012-02-13,1689.0,1708.0,1650.0,1655.199951171875,1649.1357421875,959
2012-02-14,1679.0,1730.0,1671.4000244140625,1700.5,1694.269775390625,7442
2012-02-15,1735.0,1815.0,1735.0,1765.3499755859375,1758.8822021484375,14746
2012-02-16,1765.3499755859375,1870.0,1765.3499755859375,1793.8499755859375,1787.27783203125,11167
2012-02-17,1849.0,1900.0,1760.0,1769.550048828125,1763.06689453125,7831
2012-02-21,1800.300048828125,1848.949951171875,1778.0,1784.6500244140625,1778.1114501953125,31750
2012-02-22,1786.0,1794.0,1676.5999755859375,1692.449951171875,1686.2491455078125,2015
2012-02-23,1700.0,1700.0,1631.300048828125,1657.75,1651.6763916015625,1778
